Date,Open,High,Low,Close,Adj Close,Volume
2011-10-24,56.597141,58.071430,56.485714,57.967144,50.588688,125534500
2011-10-25,57.861427,58.078571,56.768570,56.824287,49.591316,107606800
2011-10-26,57.394287,57.507141,56.164288,57.228573,49.944126,114076200
2011-10-27,58.222858,58.428570,57.412857,57.812859,50.454041,123666200
2011-10-28,57.571430,58.049999,57.501427,57.849998,50.486454,80710700
2011-10-31,57.488571,58.475716,57.292858,57.825714,50.465260,96375300
2011-11-01,56.772858,57.071430,56.174286,56.644287,49.434212,132947500
2011-11-02,57.155716,57.205715,56.444286,56.772858,49.546417,81837700
2011-11-03,57.009998,57.628571,56.480000,57.581429,50.252079,110346600
2011-11-04,57.432858,57.634285,57.022858,57.177143,49.899250,75557300
2011-11-07,57.130001,57.142857,56.590000,57.104286,49.835667,67568900
2011-11-08,57.458572,58.285713,57.365715,58.032856,50.646034,100110500
2011-11-09,56.709999,57.270000,56.318573,56.468571,49.280857,139671000
2011-11-10,56.718571,56.744286,54.592857,55.031429,48.026649,186188100
2011-11-11,55.230000,55.528572,54.322857,54.945713,47.951855,163446500
2011-11-14,54.788570,55.035713,54.028572,54.180000,47.283596,108226300
2011-11-15,54.400002,55.642857,54.207142,55.547142,48.476723,107702700
2011-11-16,55.607143,55.877144,54.902859,54.967144,47.970539,87302600
2011-11-17,54.854286,54.939999,53.642857,53.915714,47.052963,119975100
2011-11-18,54.131428,54.284286,53.554287,53.562859,46.745018,92984500
2011-11-21,52.914288,53.097141,52.272858,52.715714,46.005707,111995100
2011-11-22,53.002857,53.990002,52.991428,53.787144,46.940750,102255300
2011-11-23,53.501427,53.691429,52.411430,52.427143,45.753868,107067800
2011-11-25,52.631428,53.021427,51.902859,51.938572,45.327473,63690200
2011-11-28,53.192856,53.817142,52.904285,53.731430,46.892124,86603300
2011-11-29,53.691429,54.118572,52.885715,53.314285,46.528076,93963800
2011-11-30,54.470001,54.611427,54.042858,54.599998,47.650143,101484600
2011-12-01,54.648571,55.571430,54.392857,55.418571,48.364510,96795300
2011-12-02,55.689999,56.232857,55.511429,55.671429,48.585194,94763900
2011-12-05,56.212856,56.630001,55.770000,56.144287,48.997860,89302500
2011-12-06,56.072857,56.375713,55.625713,55.849998,48.741039,70899500
2011-12-07,55.704285,55.848572,55.251427,55.584286,48.509136,76186600
2011-12-08,55.921429,56.500000,55.747143,55.808571,48.704880,94089100
2011-12-09,56.121429,56.291428,55.861427,56.231430,49.073914,74248300
2011-12-12,55.954285,56.271427,55.635715,55.977142,48.851982,75266800
2011-12-13,56.142857,56.485714,55.299999,55.544285,48.474228,84732200
2011-12-14,55.242859,55.340000,53.954285,54.312859,47.399548,101721900
2011-12-15,54.761429,54.820000,54.044285,54.134285,47.243706,64050000
2011-12-16,54.337143,54.878571,54.224285,54.431427,47.503029,105369600
2011-12-19,54.638573,54.978573,54.354286,54.601429,47.651386,58882600
2011-12-20,55.394287,56.585712,55.322857,56.564285,49.364403,84303800
2011-12-21,56.669998,56.757141,56.001427,56.635715,49.426735,65737000
2011-12-22,56.714287,57.018570,56.585712,56.935715,49.688553,50589700
2011-12-23,57.098572,57.655716,57.070000,57.618572,50.284481,67349800
2011-12-27,57.585712,58.441429,57.574287,58.075714,50.683445,66269000
2011-12-28,58.127144,58.321430,57.334286,57.520000,50.198467,57165500
2011-12-29,57.628571,57.950001,57.215714,57.874287,50.507660,53994500
2011-12-30,57.644287,58.040001,57.641430,57.857143,50.492691,44915500
2012-01-03,58.485714,58.928570,58.428570,58.747143,51.269413,75555200
2012-01-04,58.571430,59.240002,58.468571,59.062859,51.544937,65005500
2012-01-05,59.278572,59.792858,58.952858,59.718571,52.117188,67817400
2012-01-06,59.967144,60.392857,59.888573,60.342857,52.662014,79573200
2012-01-09,60.785713,61.107143,60.192856,60.247143,52.578468,98506100
2012-01-10,60.844284,60.857143,60.214287,60.462856,52.766739,64549100
2012-01-11,60.382858,60.407143,59.901428,60.364285,52.680710,53771200
2012-01-12,60.325714,60.414288,59.821430,60.198570,52.536091,53146800
2012-01-13,59.957142,60.064285,59.808571,59.972858,52.339104,56505400
2012-01-17,60.599998,60.855713,60.422855,60.671429,52.948750,60724300
2012-01-18,60.994286,61.352856,60.900002,61.301430,53.498566,69197800
2012-01-19,61.450001,61.624287,60.930000,61.107143,53.329014,65434600
2012-01-20,61.070000,61.071430,59.964287,60.042858,52.400188,103493600
2012-01-23,60.381428,61.207142,60.328571,61.058571,53.286617,76515600
2012-01-24,60.728573,60.728573,59.935715,60.058571,52.413910,136909500
2012-01-25,64.919998,64.921425,63.389999,63.808571,55.686584,239578500
2012-01-26,64.051430,64.112854,63.305714,63.518570,55.433498,80996300
2012-01-27,63.477142,64.068573,63.395714,63.897144,55.763882,74927300
2012-01-30,63.672855,64.842857,63.627144,64.715714,56.478256,94835300
2012-01-31,65.084282,65.462860,64.724289,65.211426,56.910862,97920900
2012-02-01,65.487144,65.570000,65.078575,65.169998,56.874741,67511500
2012-02-02,65.128571,65.309998,64.854286,65.017143,56.741318,46699100
2012-02-03,65.328575,65.714287,65.080002,65.668571,57.309841,71649900
2012-02-06,65.482857,66.425713,65.457146,66.281425,57.844673,62353200
2012-02-07,66.464287,67.107140,66.368568,66.975716,58.450588,79055900
2012-02-08,67.214287,68.112854,67.099998,68.097145,59.429268,101972500
2012-02-09,68.680000,70.964287,68.651428,70.452858,61.485157,221053700
2012-02-10,70.137146,71.088570,69.792854,70.488571,61.516300,157825500
2012-02-13,71.361427,71.975716,71.012856,71.800003,62.660805,129304000
2012-02-14,72.094284,72.794289,71.714287,72.779999,63.516068,115099600
2012-02-15,73.465714,75.184288,70.984283,71.095711,62.046181,376530000
2012-02-16,70.214287,72.127144,69.518570,71.744286,62.612183,236138000
2012-02-17,71.872856,72.538574,71.471428,71.731430,62.600983,133951300
2012-02-21,72.411430,73.550003,72.017143,73.550003,64.188057,151398800
2012-02-22,73.297142,73.641426,72.724289,73.291428,63.962383,120825600
2012-02-23,73.582855,73.975716,72.785713,73.769997,64.380043,142006900
2012-02-24,74.238571,74.699997,74.091431,74.629997,65.130592,103768000
2012-02-27,74.472855,75.500000,73.754288,75.108574,65.548248,136895500
2012-02-28,75.422859,76.487144,75.121429,76.487144,66.751328,150096800
2012-02-29,77.365715,78.230003,76.528572,77.491432,67.627808,238002800
2012-03-01,78.309998,78.315712,76.967140,77.781425,67.880882,170817500
2012-03-02,77.748573,78.114288,77.502853,77.882858,67.969383,107928100
2012-03-05,77.917145,78.211426,75.142860,76.165718,66.470848,202281100
2012-03-06,74.808571,76.241432,73.745712,75.751427,66.109253,202559700
2012-03-07,76.685715,76.825714,74.757141,75.812859,66.162865,199630200
2012-03-08,76.384285,77.570000,76.017143,77.427139,67.571671,129114300
2012-03-09,77.744286,78.248573,77.587143,77.881432,67.968147,104729800
2012-03-12,78.425713,78.857140,78.142860,78.857140,68.819656,101820600
2012-03-13,79.648575,81.168571,79.392860,81.157143,70.826920,172713800
2012-03-14,82.578575,84.959999,82.199997,84.225716,73.504890,354711000
2012-03-15,85.658569,85.715714,82.650002,83.651428,73.003716,289929500
2012-03-16,83.531425,84.171425,82.571426,83.652855,73.004959,206371900
2012-03-19,85.481430,85.967140,84.150002,85.871429,74.941124,225309000
2012-03-20,85.644287,86.699997,84.497147,86.565712,75.547050,204165500
2012-03-21,86.105713,87.092857,85.915718,86.071426,75.115662,161010500
2012-03-22,85.397141,86.357140,85.075714,85.620003,74.721718,155967700
2012-03-23,85.784286,85.971428,84.914284,85.150002,74.311539,107622200
2012-03-26,85.684288,86.735718,85.037140,86.711426,75.674210,148935500
2012-03-27,86.597145,88.040001,86.580002,87.782860,76.609261,151782400
2012-03-28,88.339996,88.778572,87.187141,88.231430,77.000732,163865100
2012-03-29,87.540001,88.080002,86.747147,87.122856,76.033279,152059600
2012-03-30,86.967140,87.222855,85.419998,85.650002,74.747902,182759500
2012-04-02,85.975716,88.395714,85.768570,88.375717,77.126678,149587900
2012-04-03,89.614288,90.315712,88.930000,89.902855,78.459396,208639900
2012-04-04,89.192856,89.408569,88.142860,89.187141,77.834793,143245200
2012-04-05,89.568573,90.665718,89.057144,90.525711,79.002983,160324500
2012-04-09,89.447144,91.405716,89.328575,90.889999,79.320908,149384200
2012-04-10,91.418571,92.000000,89.428574,89.777145,78.349701,222431300
2012-04-11,90.885712,90.981430,89.048569,89.457146,78.070435,174153700
2012-04-12,89.285713,90.190002,88.642860,88.967140,77.642792,153584200
2012-04-13,89.158569,89.242859,86.215714,86.461426,75.456039,214911200
2012-04-16,87.151428,87.182854,82.607140,82.875717,72.326714,262696700
2012-04-17,82.705711,87.142860,81.701431,87.099998,76.013306,256382000
2012-04-18,87.674286,88.607140,86.101425,86.905716,75.843781,238632800
2012-04-19,85.745712,86.389999,83.502853,83.919998,73.238098,208679800
2012-04-20,84.482857,84.945717,81.488571,81.854286,71.435303,257746300
2012-04-23,81.515717,82.381432,79.517143,81.671425,71.275726,241632300
2012-04-24,80.372856,81.098572,79.285713,80.040001,69.851974,269037300
2012-04-25,87.948570,88.285713,86.571426,87.142860,76.050713,226444400
2012-04-26,87.752853,87.812859,86.018570,86.814285,75.763977,134017100
2012-04-27,86.438568,86.597145,85.785713,86.142860,75.177994,101680600
2012-04-30,85.400002,85.485718,83.285713,83.425713,72.806702,126536200
2012-05-01,83.557144,85.251427,83.032860,83.161430,72.576073,152749800
2012-05-02,82.891426,83.914284,82.694283,83.711426,73.056076,106847300
2012-05-03,84.357140,84.485718,82.900002,83.117142,72.537430,97637400
2012-05-04,82.440002,82.622856,80.738571,80.750000,70.471588,132498100
2012-05-07,80.214287,81.824287,80.175713,81.354286,70.998962,115029600
2012-05-08,81.368568,81.642860,79.818573,81.168571,70.836876,124313000
2012-05-09,80.528572,81.997147,80.121429,81.311432,70.961578,120176000
2012-05-10,82.082855,82.268570,81.205711,81.502853,71.128624,83300000
2012-05-11,80.714287,82.067146,80.621429,80.958572,70.653610,99886500
2012-05-14,80.367142,81.072861,79.657143,79.745712,69.595131,88156600
2012-05-15,80.207146,80.459999,78.821426,79.024284,68.965553,119084000
2012-05-16,79.150002,79.555717,77.291428,78.011429,68.081581,140224000
2012-05-17,77.901428,78.214287,75.731430,75.731430,66.091835,179305000
2012-05-18,76.279999,77.629997,74.597145,75.768570,66.124229,183073100
2012-05-21,76.357140,80.220001,76.292854,80.182854,69.976631,157776500
2012-05-22,81.364288,81.982857,78.940002,79.567146,69.439308,173717600
2012-05-23,79.642860,81.828575,79.032860,81.508568,71.133591,146224400
2012-05-24,82.267143,82.357140,80.175713,80.760002,70.480331,124057500
2012-05-25,80.655716,80.835716,79.781425,80.327141,70.102554,82126800
2012-05-29,81.557144,82.000000,80.758568,81.752853,71.346817,95127200
2012-05-30,81.314285,82.855713,80.937141,82.738571,72.207024,132357400
2012-05-31,82.962860,83.071426,81.637146,82.532860,72.027489,122918600
2012-06-01,81.308571,81.807144,80.074287,80.141426,69.940491,130246900
2012-06-04,80.214287,81.071426,78.357140,80.612854,70.351906,139248900
2012-06-05,80.181427,80.924286,79.761429,80.404289,70.169876,97053600
2012-06-06,81.110001,81.978569,80.785713,81.637146,71.245819,100363900
2012-06-07,82.470001,82.474289,81.500000,81.674286,71.278229,94941700
2012-06-08,81.657143,82.940002,81.285713,82.902855,72.350426,86879100
2012-06-11,83.959999,84.071426,81.518570,81.595711,71.209648,147816200
2012-06-12,82.065712,82.374283,80.957146,82.308571,71.831764,108845100
2012-06-13,82.074287,82.639999,81.482857,81.737144,71.333084,73395000
2012-06-14,81.605713,81.928574,81.037140,81.647141,71.254547,86393300
2012-06-15,81.571426,82.088570,81.364288,82.018570,71.578697,83813800
2012-06-18,81.565712,83.984283,81.481430,83.682854,73.031143,110103000
2012-06-19,83.342857,84.285713,83.300003,83.915718,73.234352,90351100
2012-06-20,84.029999,84.178574,82.971428,83.677139,73.026138,89735800
2012-06-21,83.634285,84.031425,82.491432,82.524284,72.020050,81587800
2012-06-22,82.720001,83.169998,82.202858,83.157143,72.572350,71117900
2012-06-25,82.471428,82.828575,81.481430,81.538574,71.159790,76095600
2012-06-26,81.618568,82.070000,81.047142,81.718575,71.316895,69134100
2012-06-27,82.142860,82.391426,81.702858,82.071426,71.624825,50749300
2012-06-28,81.667145,82.000000,80.801430,81.292854,70.945343,70709100
2012-06-29,82.571426,83.428574,82.035713,83.428574,72.809204,105375200
2012-07-02,83.532860,84.781425,83.371429,84.645714,73.871437,100023000
2012-07-03,84.982857,85.714287,84.857140,85.629997,74.730423,60428200
2012-07-05,85.794289,87.762856,85.664284,87.134285,76.043243,121095800
2012-07-06,86.727142,86.919998,85.940002,86.554283,75.537079,104732600
2012-07-09,86.471428,87.699997,86.301430,87.698570,76.535713,94851400
2012-07-10,88.281425,88.552856,86.472855,86.887146,75.827576,127989400
2012-07-11,86.588570,86.808571,85.317146,86.347145,75.356277,117330500
2012-07-12,85.748573,86.209999,84.668571,85.557144,74.666847,107010400
2012-07-13,86.135712,86.741432,85.714287,86.424286,75.423622,77856800
2012-07-16,86.445717,87.374283,86.431427,86.701431,75.665482,75315100
2012-07-17,87.255714,87.357140,86.164284,86.705711,75.669235,73406200
2012-07-18,86.655716,86.905716,86.222855,86.608574,75.584435,63175000
2012-07-19,87.325714,87.907143,86.571426,87.760002,76.589310,109215400
2012-07-20,87.575714,87.777145,86.242859,86.328575,75.340096,99367800
2012-07-23,84.914284,86.557144,83.958572,86.261429,75.281479,121993900
2012-07-24,86.768570,87.097145,85.501427,85.845711,74.918701,141283100
2012-07-25,82.065712,82.971428,81.428574,82.138573,71.683426,219328200
2012-07-26,82.822861,82.914284,81.480003,82.125717,71.672203,101658200
2012-07-27,82.144287,83.690002,81.655716,83.594284,72.953835,100984100
2012-07-30,84.417145,85.634285,83.974289,85.004288,74.184357,94785600
2012-07-31,86.175713,87.385712,86.102859,87.251427,76.145485,115581900
2012-08-01,87.987144,88.057144,86.142860,86.687141,75.653015,96125400
2012-08-02,86.120003,87.241432,85.750000,86.827141,75.775192,83039600
2012-08-03,87.661430,88.282860,87.365715,87.957146,76.761353,86230200
2012-08-06,88.184288,89.267143,87.894287,88.935715,77.615356,75525800
2012-08-07,88.967140,89.285713,88.291428,88.701431,77.410919,72611700
2012-08-08,88.484283,89.125717,88.157143,88.551430,77.279991,61176500
2012-08-09,88.264282,88.818573,88.257141,88.675713,77.720711,55410600
2012-08-10,88.387146,88.822861,88.385712,88.814285,77.842194,48734700
2012-08-13,89.055717,90.000000,89.035713,90.000000,78.881424,69708100
2012-08-14,90.267143,91.230003,90.029999,90.241432,79.093018,85042300
2012-08-15,90.185715,90.571426,89.678574,90.118568,78.985336,64335600
2012-08-16,90.172859,90.965714,90.071426,90.905716,79.675262,63633500
2012-08-17,91.428574,92.598572,91.258568,92.587143,81.148941,110690300
2012-08-20,92.858574,95.021431,92.842857,95.021431,83.282509,153346200
2012-08-21,95.831429,96.411430,92.904289,93.722855,82.144341,203179900
2012-08-22,93.488571,95.571426,92.587143,95.552856,83.748283,141330700
2012-08-23,95.158569,95.699997,94.449997,94.661430,82.966980,105032200
2012-08-24,94.215714,95.639999,93.650002,94.745712,83.040863,109335100
2012-08-27,97.141426,97.267143,96.220001,96.525711,84.600945,106752100
2012-08-28,96.425713,96.585716,95.809998,96.400002,84.490768,66854200
2012-08-29,96.464287,96.809998,96.085716,96.209999,84.324242,50701700
2012-08-30,95.805717,95.935715,94.692856,94.838570,83.122215,75674900
2012-08-31,95.321426,95.514282,93.892860,95.034286,83.293762,84580300
2012-09-04,95.108574,96.448570,94.928574,96.424286,84.512062,91973000
2012-09-05,96.510002,96.621429,95.657143,95.747147,83.918564,84093800
2012-09-06,96.167145,96.898575,95.828575,96.610001,84.674820,97799100
2012-09-07,96.864288,97.497147,96.538574,97.205711,85.196938,82416600
2012-09-10,97.207146,97.612854,94.585716,94.677139,82.980743,121999500
2012-09-11,95.015717,95.728569,93.785713,94.370003,82.711540,125995800
2012-09-12,95.264282,95.699997,93.714287,95.684288,83.863472,178058300
2012-09-13,96.767143,97.928574,96.395714,97.568573,85.514977,149590000
2012-09-14,98.565712,99.568573,98.269997,98.754288,86.554214,150118500
2012-09-17,99.907143,99.971428,99.230003,99.968575,87.618484,99507800
2012-09-18,99.982857,100.332855,99.488571,100.272858,87.885170,93375800
2012-09-19,100.037140,100.570000,99.938568,100.300003,87.908958,81718700
2012-09-20,99.879997,100.008568,99.088570,99.814285,87.483246,84142100
2012-09-21,100.344284,100.724289,99.908569,100.012856,87.657303,142897300
2012-09-24,98.122856,99.302856,97.571426,98.684288,86.492859,159941600
2012-09-25,98.322861,98.968575,96.142860,96.220001,84.333000,129697400
2012-09-26,95.534286,96.098572,94.457146,95.025711,83.286255,144125800
2012-09-27,94.898575,97.452858,94.335716,97.331429,85.307114,148522500
2012-09-28,96.964287,97.301430,95.250000,95.300003,83.526672,133777700
2012-10-01,95.879997,96.678574,93.785713,94.198570,82.561295,135898700
2012-10-02,94.544289,95.192856,92.949997,94.472855,82.801704,156998100
2012-10-03,94.980003,95.980003,94.661430,95.921425,84.071335,106070300
2012-10-04,95.892860,96.321426,95.078575,95.257141,83.489082,92681400
2012-10-05,95.028572,95.142860,93.040001,93.227142,81.709885,148501500
2012-10-08,92.411430,92.508568,90.872856,91.167145,79.904350,159498500
2012-10-09,91.235718,91.498573,89.078575,90.835716,79.613876,209649300
2012-10-10,91.391426,92.139999,91.000000,91.558571,80.247459,127589000
2012-10-11,92.357140,92.457146,89.728569,89.728569,78.643517,136520300
2012-10-12,89.937141,90.768570,89.328575,89.958572,78.845100,115003700
2012-10-15,90.335716,90.732857,89.121429,90.680000,79.477425,108125500
2012-10-16,90.767143,92.900002,90.142860,92.827141,81.359299,137442900
2012-10-17,92.695717,93.255714,92.000000,92.087143,80.710701,97259400
2012-10-18,91.370003,91.722855,90.000000,90.377144,79.211945,119156100
2012-10-19,90.150002,90.252853,87.088570,87.120003,76.357224,186021500
2012-10-22,87.488571,90.768570,87.251427,90.575714,79.386002,136682700
2012-10-23,90.142860,90.557144,87.385712,87.622856,76.797958,176786400
2012-10-24,88.777145,89.507141,87.234283,88.118568,77.232414,139631800
2012-10-25,88.571426,88.857140,86.507141,87.077141,76.319649,164081400
2012-10-26,87.061432,87.714287,84.428574,86.285713,75.625992,254608200
2012-10-31,84.982857,85.994286,83.957146,85.045715,74.539169,127500800
2012-11-01,85.459999,86.142860,84.881432,85.220001,74.691963,90324500
2012-11-02,85.127144,85.278572,82.107140,82.400002,72.220314,149843400
2012-11-05,83.360001,83.967140,82.514282,83.517143,73.199440,132283900
2012-11-06,84.318573,84.391426,82.870003,83.264282,72.977837,93729300
2012-11-07,81.977142,82.077141,79.392860,79.714287,70.185509,198412200
2012-11-08,80.089996,80.318573,76.470001,76.821426,67.638435,264036500
2012-11-09,77.202858,79.268570,76.245712,78.151428,68.809464,232478400
2012-11-12,79.164284,79.214287,76.949997,77.547142,68.277412,128950500
2012-11-13,76.987144,78.639999,76.622856,77.557144,68.286209,133237300
2012-11-14,77.928574,78.207146,76.597145,76.697144,67.529022,119292600
2012-11-15,76.790001,77.071426,74.660004,75.088570,66.112740,197477700
2012-11-16,75.028572,75.714287,72.250000,75.382858,66.371834,316723400
2012-11-19,77.244286,81.071426,77.125717,80.818573,71.157799,205829400
2012-11-20,81.701431,81.707146,79.225716,80.129997,70.551529,160688500
2012-11-21,80.607140,81.052856,79.514282,80.242859,70.650894,93250500
2012-11-23,81.024284,81.714287,80.371429,81.642860,71.883545,68206600
2012-11-26,82.271431,84.285713,81.958572,84.218575,74.151367,157644900
2012-11-27,84.221428,84.345711,82.871429,83.540001,73.553886,133332500
2012-11-28,82.467140,83.685715,81.751427,83.277145,73.322472,130216100
2012-11-29,84.317146,84.892860,83.607140,84.194283,74.129974,128674700
2012-11-30,83.827141,84.057144,83.239998,83.611427,73.616791,97829900
2012-12-03,84.807144,84.941429,83.642860,83.741432,73.731262,91070000
2012-12-04,83.114288,83.114288,81.732857,82.264282,72.430695,139267100
2012-12-05,81.272858,81.321426,76.967140,76.970001,67.769272,261159500
2012-12-06,75.562859,79.044289,74.089996,78.177139,68.832100,294303100
2012-12-07,79.057144,79.314285,75.714287,76.178574,67.072418,196760200
2012-12-10,75.000000,76.930000,74.511429,75.688568,66.641022,157621100
2012-12-11,77.110001,78.508568,76.767143,77.341431,68.096306,148086400
2012-12-12,78.252853,78.285713,76.610001,77.000000,67.795670,121786000
2012-12-13,75.878571,76.805717,75.114288,75.669998,66.624657,156314900
2012-12-14,73.535713,74.018570,72.225716,72.827141,64.121635,252394800
2012-12-17,72.704285,74.285713,71.604286,74.118568,65.258675,189401800
2012-12-18,75.000000,76.414284,74.321426,76.271431,67.154205,156421300
2012-12-19,75.924286,76.242859,75.071426,75.187141,66.199516,112342300
2012-12-20,75.714287,75.742859,74.125717,74.532860,65.623436,120422400
2012-12-21,73.209999,74.238571,72.891426,74.190002,65.321556,149067100
2012-12-24,74.335716,74.892860,74.101425,74.309998,65.427216,43938300
2012-12-26,74.142860,74.208572,73.017143,73.285713,64.525383,75609100
2012-12-27,73.362854,73.750000,72.094284,73.580002,64.784477,113780100
2012-12-28,72.898575,73.497147,72.588570,72.798569,64.096474,88569600
2012-12-31,72.932854,76.485718,72.714287,76.024284,66.936584,164873100
2013-01-02,79.117142,79.285713,77.375717,78.432854,69.057251,140129500
2013-01-03,78.268570,78.524284,77.285713,77.442856,68.185600,88241300
2013-01-04,76.709999,76.947144,75.118568,75.285713,66.286301,148583400
2013-01-07,74.571426,75.614288,73.599998,74.842857,65.896370,121039100
2013-01-08,75.601425,75.984283,74.464287,75.044289,66.073723,114676800
2013-01-09,74.642860,75.001427,73.712860,73.871429,65.041084,101901100
2013-01-10,75.507141,75.531425,73.645714,74.787140,65.847328,150286500
2013-01-11,74.428574,75.045715,74.145714,74.328575,65.443581,87626700
2013-01-14,71.811432,72.500000,71.215714,71.678574,63.110344,183551900
2013-01-15,71.185715,71.284286,69.054283,69.417145,61.119232,219193100
2013-01-16,70.662857,72.777145,70.357140,72.298569,63.656235,172701200
2013-01-17,72.901428,72.964287,71.718575,71.811432,63.227329,113419600
2013-01-18,71.217140,71.745712,70.914284,71.428574,62.890232,118230700
2013-01-22,72.080002,72.554283,70.947144,72.110001,63.490219,115386600
2013-01-23,72.687141,73.570000,72.110001,73.430000,64.652420,215377400
2013-01-24,65.714287,66.532860,64.321426,64.357140,56.664101,365213100
2013-01-25,64.527145,65.175713,62.142857,62.840000,55.328323,302006600
2013-01-28,62.547142,64.744286,62.265713,64.261429,56.579826,196379400
2013-01-29,65.500000,65.742859,64.588570,65.467140,57.641415,142789500
2013-01-30,65.285713,66.085716,64.928574,65.261429,57.460304,104288800
2013-01-31,65.282860,65.611427,64.997147,65.070000,57.291748,79833600
2013-02-01,65.587143,65.639999,64.050003,64.802856,57.056534,134871100
2013-02-04,64.844284,65.134285,63.142857,63.188572,55.635216,119279300
2013-02-05,63.435715,65.677139,63.174286,65.405716,57.587337,143336900
2013-02-06,65.209999,66.642860,64.654289,65.335716,57.525696,148426600
2013-02-07,66.178574,67.142860,64.874283,66.888573,59.236176,176145200
2013-02-08,67.714287,68.401428,66.892860,67.854286,60.091400,158289600
2013-02-11,68.071426,69.277145,67.607140,68.561432,60.717636,129372600
2013-02-12,68.501427,68.911430,66.820000,66.842857,59.195671,152263300
2013-02-13,66.744286,67.662857,66.174286,66.715714,59.083073,118801900
2013-02-14,66.360001,67.377144,66.288574,66.655716,59.029938,88818800
2013-02-15,66.978569,67.165718,65.702858,65.737144,58.216469,97936300
2013-02-19,65.871429,66.104286,64.835716,65.712860,58.194962,108945900
2013-02-20,65.384285,65.384285,64.114288,64.121429,56.785591,119075600
2013-02-21,63.714287,64.167145,63.259998,63.722858,56.432617,111795600
2013-02-22,64.178574,64.514282,63.799999,64.401428,57.033562,82663700
2013-02-25,64.835716,65.017143,63.224285,63.257141,56.020184,93144800
2013-02-26,63.402859,64.505714,62.522858,64.138573,56.800774,125374900
2013-02-27,64.061432,64.634285,62.950001,63.509998,56.244118,146837600
2013-02-28,63.435715,63.981430,63.057144,63.057144,55.843075,80628800
2013-03-01,62.571430,62.597141,61.425713,61.495716,54.460270,138112100
2013-03-04,61.114285,61.171429,59.857143,60.007141,53.142014,145688900
2013-03-05,60.211430,62.169998,60.107143,61.591427,54.545052,159608400
2013-03-06,62.072857,62.178570,60.632858,60.808571,53.851746,115062500
2013-03-07,60.642857,61.715714,60.151428,61.511429,54.474190,117118400
2013-03-08,61.400002,62.204285,61.230000,61.674286,54.618427,97870500
2013-03-11,61.392857,62.715714,60.734287,62.552856,55.396481,118559000
2013-03-12,62.228573,62.697144,61.081429,61.204285,54.202187,116477900
2013-03-13,61.207142,62.071430,60.765713,61.192856,54.192066,101387300
2013-03-14,61.832859,62.091427,61.492859,61.785713,54.717102,75968900
2013-03-15,62.561428,63.461430,62.464287,63.380001,56.128983,160990200
2013-03-18,63.064285,65.351425,63.028572,65.102859,57.654751,151549300
2013-03-19,65.642860,65.852859,64.071426,64.927139,57.499130,131693800
2013-03-20,65.345711,65.375717,64.227142,64.582855,57.194225,77165200
2013-03-21,64.317146,65.425713,64.300003,64.675713,57.276463,95813900
2013-03-22,64.940002,66.014282,64.730003,65.987144,58.437866,98776300
2013-03-25,66.384285,67.135712,65.968575,66.225716,58.649128,125283900
2013-03-26,66.491432,66.548569,65.790001,65.877144,58.340435,73573500
2013-03-27,65.208572,65.257141,64.389999,64.582855,57.194225,82809300
2013-03-28,64.260002,64.545715,63.088570,63.237144,56.002468,110709900
2013-04-01,63.128571,63.385715,61.105713,61.272858,54.262909,97433000
2013-04-02,61.085712,62.591427,60.914288,61.398571,54.374245,132379800
2013-04-03,61.624287,62.468571,61.472858,61.712856,54.652573,90804000
2013-04-04,61.965714,62.142857,60.750000,61.102856,54.112366,89611900
2013-04-05,60.642857,60.707142,59.954285,60.457142,53.540520,95923800
2013-04-08,60.692856,61.071430,60.355713,60.887142,53.921326,75207300
2013-04-09,60.908573,61.214287,60.392857,60.997143,54.018742,76653500
2013-04-10,61.157143,62.437141,60.858570,62.241428,55.120678,93982000
2013-04-11,61.959999,62.570000,61.599998,62.047142,54.948608,82091100
2013-04-12,62.021427,62.021427,61.298573,61.400002,54.375511,59653300
2013-04-15,61.000000,61.127144,59.935715,59.978573,53.116703,79380000
2013-04-16,60.224285,60.944286,60.081429,60.891430,53.925117,76442800
2013-04-17,60.038570,60.085712,56.872856,57.542858,50.959652,236264000
2013-04-18,57.855713,57.970001,55.677143,56.007141,49.599621,166574800
2013-04-19,55.424286,57.085712,55.014286,55.790001,49.407326,152318600
2013-04-22,56.091427,57.457142,55.895714,56.952858,50.437149,107480100
2013-04-23,57.712856,58.340000,56.972858,58.018570,51.380939,166059600
2013-04-24,56.220001,59.321430,56.071430,57.922855,51.296185,242412800
2013-04-25,58.747143,59.134285,58.142857,58.340000,51.665596,96209400
2013-04-26,58.544285,59.824287,58.321430,59.599998,52.781445,191024400
2013-04-29,60.064285,61.945713,60.000000,61.445713,54.415989,160081600
2013-04-30,62.157143,63.607143,61.724285,63.254284,56.017647,172884600
2013-05-01,63.494286,63.561428,62.055714,62.755714,55.576118,126727300
2013-05-02,63.111427,64.084282,62.947144,63.645714,56.364300,105457100
2013-05-03,64.472855,64.747147,64.164284,64.282860,56.928570,90325200
2013-05-06,65.101425,66.028572,64.901428,65.815712,58.286053,124160400
2013-05-07,66.424286,66.535713,64.814285,65.522858,58.026691,120938300
2013-05-08,65.577141,66.481430,65.115715,66.262856,58.682034,118149500
2013-05-09,65.687141,66.142860,65.082855,65.252853,58.170086,99621900
2013-05-10,65.424286,65.672859,64.354286,64.709999,57.686146,83713000
